,Internships,Projects,Leadership_Positions,Communication_Skills,Problem_Solving_Skills,Teamwork_Skills,Analytical_Skills,Presentation_Skills,Networking_Skills
6886,1,0,1,1,1,1,1,1,0
6887,0,4,1,3,4,3,1,0,3
6888,2,0,1,4,1,3,1,4,2
6889,0,4,0,4,0,4,1,1,2
6890,2,1,0,1,1,1,4,1,1
6891,1,0,1,1,1,4,0,2,0
6892,2,3,1,2,2,0,1,3,3
6893,0,0,1,0,0,1,4,0,4
6894,1,2,0,1,3,3,0,1,1
6895,0,1,1,2,2,0,2,1,2
6896,0,1,1,2,0,4,3,3,0
6897,0,3,1,3,2,4,0,4,2
6898,2,2,0,0,4,3,4,3,4
6899,1,4,1,3,4,3,2,3,1
6900,0,0,0,2,3,2,2,0,3
6901,0,0,1,0,0,1,4,3,3
6902,2,2,1,1,4,1,1,4,1
6903,2,2,1,4,3,4,2,2,3
6904,1,3,0,2,4,4,4,4,4
6905,1,4,0,0,3,2,0,2,1
6906,1,1,0,1,4,3,4,1,0
6907,0,3,0,2,2,0,0,0,2
6908,0,0,1,2,4,4,1,4,2
6909,0,1,0,0,0,1,1,1,1
6910,2,1,1,2,0,2,2,0,4
6911,2,3,0,2,4,0,3,3,2
6912,1,2,1,4,4,0,1,4,2
6913,0,4,1,0,0,0,0,2,1
6914,1,3,1,0,0,3,0,4,0
6915,2,2,0,0,2,2,4,4,3
6916,2,1,1,1,1,4,0,2,1
6917,2,3,0,0,0,0,2,0,3
6918,1,3,1,0,4,3,2,2,0
6919,1,3,0,2,1,0,3,1,1
6920,0,4,1,0,3,4,1,0,2
6921,0,0,1,2,0,2,1,3,2
6922,2,0,1,1,0,3,4,2,3
6923,0,3,1,3,1,0,3,0,4
6924,0,4,1,3,1,2,2,2,0
6925,0,0,1,1,3,4,4,0,0
6926,1,2,1,3,0,3,3,3,2
6927,1,2,0,3,3,2,1,2,2
6928,0,1,0,2,4,3,4,0,4
6929,2,1,1,3,4,2,4,3,0
6930,0,1,1,2,4,0,3,0,0
6931,2,4,1,4,2,2,1,2,4
6932,1,1,1,4,4,3,1,4,2
6933,1,0,1,0,3,2,1,2,2
6934,2,3,1,0,2,3,0,4,3
6935,2,0,0,4,4,4,1,0,1
6936,1,3,0,3,0,1,3,0,3
6937,1,0,0,1,0,3,4,0,4
6938,0,2,0,2,0,0,4,1,4
6939,1,0,1,1,1,4,0,2,3
6940,1,4,0,3,4,2,0,4,1
6941,2,3,1,2,4,2,3,0,1
6942,1,0,1,2,4,0,0,2,2
6943,0,1,0,1,4,0,0,1,2
6944,0,1,0,4,1,1,2,4,2
6945,2,3,1,1,0,3,1,1,4
6946,0,0,0,0,2,3,2,0,2
6947,1,0,0,3,4,1,3,0,1
6948,0,1,1,1,3,3,2,1,0
6949,0,2,0,3,0,0,3,3,2
6950,1,2,1,1,0,3,1,4,4
6951,2,3,1,0,2,2,0,0,2
6952,1,0,0,0,0,3,0,0,1
6953,0,3,1,2,2,1,1,4,4
6954,0,0,1,1,3,4,4,0,1
6955,2,1,0,1,3,2,3,4,4
6956,0,4,0,0,4,0,0,3,1
6957,0,4,1,3,1,3,4,2,1
6958,1,1,1,2,2,1,1,4,3
6959,1,2,0,2,4,0,2,4,3
6960,2,0,0,1,3,1,4,0,1
6961,0,2,0,2,3,0,0,0,4
6962,0,4,1,3,4,4,1,4,3
6963,0,4,0,0,3,0,1,1,2
6964,1,2,0,2,0,0,3,3,2
6965,0,0,1,3,0,2,4,2,0
6966,0,3,1,1,0,1,3,1,2
6967,0,4,0,2,4,2,3,3,1
6968,2,3,0,1,3,4,2,0,1
6969,2,4,1,1,3,0,0,0,1
6970,0,0,1,2,2,4,0,3,3
6971,1,0,1,0,0,3,4,0,1
6972,0,0,0,0,4,4,3,0,4
6973,2,1,1,1,0,2,1,4,2
6974,2,1,1,0,3,2,2,0,2
6975,2,0,1,0,2,2,4,0,1
6976,1,0,1,4,1,1,2,2,0
6977,0,3,0,4,0,3,2,2,3
6978,0,3,1,4,0,4,2,2,1
6979,1,0,1,0,4,2,3,4,0
6980,1,0,1,0,3,2,3,2,0
6981,1,0,0,1,4,0,2,2,2
6982,0,1,0,2,2,2,4,0,4
6983,2,1,1,0,0,1,4,3,0
6984,0,1,0,4,0,2,1,4,2
6985,2,2,0,4,4,4,4,4,4
6986,2,1,1,0,4,2,2,4,3
6987,1,0,1,2,3,0,1,4,4
6988,1,1,0,2,2,4,3,3,4
6989,0,3,1,4,4,1,4,1,3
6990,0,0,1,1,4,3,4,3,3
6991,1,4,0,1,1,3,4,0,2
6992,2,2,1,0,0,1,0,2,0
6993,1,3,1,0,4,3,1,4,0
6994,1,2,0,3,1,0,1,3,4
6995,2,3,1,1,2,1,4,2,2
6996,2,3,1,1,3,0,0,3,3
6997,2,0,0,1,3,0,4,4,1
6998,2,3,0,2,4,4,2,0,2
6999,2,0,1,1,0,1,3,2,0
7000,0,4,1,4,0,4,1,2,2
7001,0,4,1,2,0,2,1,4,0
7002,1,4,1,2,0,0,3,0,1
7003,2,2,0,4,2,2,0,0,0
7004,2,2,1,4,3,2,0,3,2
7005,2,4,0,3,3,0,2,1,1
7006,0,0,0,0,4,1,2,4,3
7007,2,2,1,0,4,4,3,4,2
7008,0,1,0,1,4,1,3,1,2
7009,1,0,0,3,2,0,4,3,4
7010,0,1,1,0,3,3,2,3,2
7011,2,2,0,2,1,2,2,4,4
7012,2,4,1,2,1,2,0,0,4
7013,2,3,0,0,4,1,1,4,1
7014,1,3,0,4,3,2,2,3,4
7015,0,4,1,2,0,0,4,3,1
7016,1,1,1,1,4,1,0,1,2
7017,1,4,1,0,3,3,1,1,1
7018,1,0,0,4,2,0,0,1,3
7019,1,3,0,0,0,4,2,1,0
7020,2,1,1,3,2,4,0,3,4
7021,1,3,0,1,3,0,4,3,0
7022,0,2,1,4,3,3,2,2,1
7023,2,3,1,3,3,1,1,4,1
7024,0,0,1,1,1,4,2,2,1
7025,2,1,0,2,3,4,2,2,3
7026,0,4,1,4,2,3,3,2,4
7027,2,2,0,4,3,0,2,4,1
7028,1,3,0,3,3,0,0,0,0
7029,1,3,1,3,4,2,4,3,3
7030,1,0,1,0,1,4,1,3,4
7031,2,1,0,3,0,4,1,4,3
7032,0,4,1,4,1,1,3,3,2
7033,1,4,1,0,3,2,4,4,3
7034,0,4,1,3,1,3,1,0,4
7035,1,3,1,2,4,3,1,1,1
7036,2,2,1,0,4,0,4,2,0
7037,2,4,1,0,0,0,4,2,2
7038,2,0,0,4,2,3,3,0,0
7039,1,3,1,4,0,3,0,3,3
7040,2,3,1,4,2,2,3,1,3
7041,2,2,0,1,1,2,2,3,3
7042,2,1,1,0,4,4,2,2,1
7043,2,0,0,3,1,4,1,4,3
7044,2,3,1,3,1,4,4,4,4
7045,2,2,1,4,1,4,3,4,0
7046,0,2,1,1,3,1,2,1,1
7047,0,2,1,3,2,2,1,3,1
7048,1,0,0,4,0,1,3,2,2
7049,0,1,1,2,0,2,2,1,1
7050,1,4,0,3,4,2,3,2,4
7051,0,2,0,0,0,1,3,1,4
7052,1,4,1,1,0,0,4,1,2
7053,1,0,0,2,1,4,4,2,4
7054,0,2,0,0,1,2,1,4,3
7055,0,0,0,0,1,0,2,3,1
7056,2,0,1,3,3,0,0,0,4
7057,0,1,0,2,1,2,2,1,4
7058,1,4,0,3,0,2,3,3,0
7059,1,0,1,0,1,0,3,0,0
7060,2,0,0,1,4,1,3,4,0
7061,1,4,0,4,3,3,1,3,0
7062,2,3,0,3,4,2,3,0,4
7063,0,3,1,1,2,0,1,4,2
7064,2,1,1,0,4,3,3,1,4
7065,2,3,1,3,2,3,0,2,4
7066,1,2,1,0,0,2,1,0,1
7067,2,0,0,2,0,3,0,2,2
7068,0,1,0,2,0,3,4,0,2
7069,0,3,1,2,3,4,2,1,4
7070,1,2,0,2,1,0,1,3,3
7071,1,1,1,3,4,4,1,4,0
7072,0,0,0,1,0,1,0,0,4
7073,2,3,0,0,3,3,4,4,2
7074,0,3,1,1,4,4,0,2,4
7075,2,2,1,0,3,4,4,3,4
7076,2,3,1,3,1,3,1,0,2
7077,1,2,1,2,0,4,4,3,1
7078,2,1,0,3,3,0,3,3,1
7079,2,0,1,0,1,4,3,1,4
7080,1,0,1,3,1,1,1,0,1
7081,0,4,0,4,0,3,0,2,0
7082,1,4,0,2,4,1,4,1,3
7083,2,4,1,3,3,1,0,0,2
7084,1,4,0,3,3,4,4,3,4
7085,0,2,1,0,4,4,3,1,2
7086,1,2,0,0,2,2,0,2,1
7087,0,1,0,4,3,1,0,4,2
7088,1,4,1,2,2,3,2,0,1
7089,2,1,0,1,4,4,1,2,0
7090,1,4,1,4,1,1,1,0,0
7091,1,2,0,0,4,4,4,0,1
7092,0,1,0,0,2,1,4,3,4
7093,2,4,1,2,2,2,4,4,2
7094,2,4,1,3,0,2,4,2,0
7095,2,1,0,3,2,1,4,2,4
7096,2,0,1,1,1,3,0,4,3
7097,2,4,1,3,2,3,3,1,0
7098,2,4,1,0,0,3,2,0,4
7099,0,3,1,1,4,1,0,4,1
7100,2,0,1,1,2,4,1,3,3
7101,0,1,0,3,1,3,0,0,0
7102,1,1,0,1,1,4,0,2,4
7103,1,1,1,2,2,4,3,4,2
7104,1,0,0,0,3,1,0,1,3
7105,2,3,1,2,4,2,3,2,0
7106,2,4,1,3,0,0,0,1,1
7107,1,2,1,3,2,3,0,2,0
7108,0,3,0,4,0,0,0,0,2
7109,1,0,0,2,1,3,0,1,1
7110,0,4,1,4,3,2,4,1,4
7111,2,4,0,2,4,0,1,2,4
7112,2,1,1,1,0,3,3,3,4
7113,0,3,1,2,2,1,0,4,1
7114,1,0,1,3,1,1,0,1,0
7115,0,3,0,2,0,0,0,0,0
7116,0,1,1,4,4,3,3,3,3
7117,0,3,0,3,4,2,3,3,0
7118,1,0,1,2,4,2,4,3,2
7119,2,3,1,2,4,4,3,4,3
7120,1,4,0,0,0,4,4,3,0
7121,1,0,1,0,4,0,4,0,2
7122,1,0,1,1,4,4,0,3,4
7123,2,0,1,2,4,4,1,1,2
7124,0,3,0,3,2,4,4,0,1
7125,0,4,0,4,4,4,3,4,0
7126,0,1,1,0,4,3,3,4,1
7127,1,4,0,4,3,2,2,1,0
7128,1,3,1,2,0,4,3,1,3
7129,0,4,1,4,3,2,3,4,2
7130,0,3,1,3,2,1,3,4,4
7131,2,0,1,3,3,1,0,1,2
7132,1,0,0,1,4,0,3,4,2
7133,2,1,1,4,2,0,4,3,4
7134,2,2,1,0,4,4,3,3,2
7135,2,4,0,4,1,0,0,1,2
7136,2,4,0,0,3,4,3,0,2
7137,0,0,0,4,4,1,3,3,0
7138,1,3,1,1,1,1,1,0,0
7139,1,2,1,2,1,0,4,3,3
7140,2,3,0,0,3,4,4,1,2
7141,1,3,1,2,4,4,0,2,3
7142,2,4,0,2,2,4,1,3,1
7143,0,1,0,2,4,0,1,2,4
7144,0,1,1,4,1,4,4,4,3
7145,0,2,0,3,2,0,2,3,1
7146,1,0,1,3,2,1,0,3,2
7147,1,4,0,3,3,2,1,1,2
7148,0,4,1,0,4,2,2,0,1
7149,2,0,1,2,3,2,0,1,3
7150,2,4,0,0,1,3,0,2,1
7151,0,2,0,0,4,0,3,2,3
7152,0,2,1,0,2,3,1,0,0
7153,1,2,0,2,3,3,3,0,0
7154,0,1,1,0,4,1,0,0,2
7155,0,1,1,0,2,2,4,0,4
7156,0,0,0,1,4,1,2,0,3
7157,2,1,1,0,1,4,0,0,0
7158,0,2,0,1,3,2,1,0,3
7159,0,1,1,3,1,1,4,1,2
7160,2,3,0,0,0,4,0,4,2
7161,1,0,0,3,1,0,4,3,0
7162,2,1,1,2,3,3,4,3,1
7163,0,0,0,3,4,0,4,3,3
7164,1,0,1,2,3,2,2,1,2
7165,1,2,0,0,4,0,1,2,4
7166,2,4,1,0,3,2,1,3,2
7167,1,4,0,2,3,0,3,0,4
7168,0,0,0,1,0,1,3,3,1
7169,2,0,1,0,2,0,3,2,1
7170,1,2,0,1,1,2,4,4,2
7171,0,2,1,1,1,3,3,0,1
7172,1,0,1,4,4,4,3,0,4
7173,0,0,1,4,2,0,3,3,2
7174,2,3,1,0,1,3,0,1,4
7175,1,3,1,1,0,4,3,3,0
7176,2,2,0,3,2,2,4,2,4
7177,2,4,0,3,1,4,0,0,3
7178,2,2,1,3,3,2,0,2,1
7179,1,1,1,4,1,0,3,2,1
7180,1,3,1,4,3,1,2,0,4
7181,1,0,0,4,0,0,2,1,0
7182,1,2,1,4,0,0,4,0,3
7183,2,4,0,4,0,1,2,3,2
7184,0,3,0,2,1,1,2,2,4
7185,0,0,0,1,0,4,3,1,1
7186,1,0,1,2,4,2,2,3,4
7187,2,1,0,1,3,2,3,2,2
7188,2,1,1,1,2,0,0,1,2
7189,2,3,1,2,4,0,2,4,3
7190,1,0,0,0,3,4,4,2,3
7191,1,4,0,4,4,0,1,0,1
7192,2,4,0,3,0,4,0,2,0
7193,1,4,1,0,3,2,4,0,4
7194,2,2,0,2,2,4,2,3,3
7195,2,1,0,3,4,4,0,1,2
7196,1,1,0,0,1,3,2,4,2
7197,0,1,0,4,0,0,4,1,3
7198,0,0,0,2,0,3,3,3,1
7199,1,4,0,4,3,4,3,1,2
7200,2,4,0,3,4,4,1,0,3
7201,2,3,0,1,2,2,4,0,1
7202,2,1,1,3,0,3,4,0,2
7203,1,0,0,3,1,4,1,2,0
7204,0,4,0,0,4,2,2,4,4
7205,0,3,0,4,0,2,2,1,1
7206,2,1,0,3,2,2,3,0,4
7207,2,0,1,1,0,0,3,3,4
7208,2,4,0,3,3,4,3,4,3
7209,0,3,1,2,1,4,4,0,0
7210,1,1,1,1,3,4,1,2,1
7211,1,4,0,4,0,4,3,2,0
7212,2,1,1,3,0,2,4,0,3
7213,1,3,1,1,4,1,3,4,3
7214,0,0,1,1,4,1,0,1,3
7215,2,4,0,4,2,4,3,0,4
7216,2,0,1,2,0,4,2,1,3
7217,1,4,0,4,4,0,4,3,0
7218,1,4,0,0,3,4,4,0,3
7219,0,4,1,3,0,0,1,1,0
7220,0,0,0,2,2,4,2,0,2
7221,1,1,0,2,2,3,4,2,1
7222,0,1,1,0,0,2,0,0,3
7223,1,4,1,2,0,4,4,3,4
7224,0,0,0,4,2,2,2,2,1
7225,2,1,1,0,2,1,2,3,4
7226,0,4,1,2,2,0,1,2,4
7227,2,4,0,2,0,0,4,4,0
7228,2,3,0,2,0,0,4,3,3
7229,1,1,0,2,4,3,0,4,1
7230,2,1,0,4,2,1,0,4,2
7231,2,3,1,2,4,4,0,1,3
7232,0,4,1,2,0,4,4,3,3
7233,0,2,1,0,2,0,3,4,0
7234,1,4,1,0,0,3,1,3,1
7235,1,0,0,2,4,4,3,0,0
7236,1,3,1,2,0,2,0,4,4
7237,2,3,1,1,1,2,2,3,2
7238,0,2,0,4,0,4,3,0,2
7239,2,0,1,3,4,2,4,4,0
7240,1,2,1,3,4,1,4,1,3
7241,2,4,1,4,2,0,1,3,3
7242,0,1,0,1,1,2,1,2,0
7243,0,3,0,2,2,4,0,4,2
7244,1,3,1,0,0,0,0,4,2
7245,0,4,0,3,4,3,2,4,4
7246,0,1,0,0,4,4,3,1,2
7247,2,4,0,4,2,1,0,2,2
7248,1,3,0,2,1,1,0,3,3
7249,1,3,0,0,2,4,3,1,0
7250,2,1,1,3,1,4,1,1,0
7251,1,4,0,3,0,1,1,1,4
7252,0,2,0,4,0,3,4,2,3
7253,2,0,0,0,4,2,4,3,4
7254,1,1,1,1,2,0,0,0,4
7255,0,3,0,4,2,0,1,3,1
7256,2,3,1,3,0,0,0,1,0
7257,0,4,1,1,1,1,3,3,1
7258,1,0,0,1,3,3,0,2,3
7259,2,3,0,0,3,1,1,0,2
7260,0,3,0,3,0,4,0,1,3
7261,1,2,0,4,4,2,1,1,3
7262,2,1,0,3,4,3,2,0,2
7263,1,0,1,2,1,3,1,4,0
7264,1,3,1,1,0,4,0,4,4
7265,2,1,0,1,1,0,0,4,2
7266,1,1,1,3,3,4,0,1,2
7267,0,2,1,1,0,3,3,2,0
7268,0,1,0,2,4,2,3,3,0
7269,1,0,0,0,2,2,3,0,2
7270,0,4,1,4,1,2,1,4,3
7271,0,2,1,0,0,2,1,4,4
7272,0,1,0,3,4,2,4,2,4
7273,2,2,0,0,0,2,2,1,0
7274,1,1,0,4,1,1,0,1,1
7275,1,4,0,3,1,2,0,3,3
7276,0,1,1,3,3,2,1,2,4
7277,2,0,1,0,4,1,1,2,0
7278,1,0,0,0,3,1,4,3,4
7279,0,3,1,4,0,4,4,0,0
7280,2,1,1,4,3,4,3,2,1
7281,1,2,0,4,4,4,2,1,0
7282,1,3,0,4,3,3,0,0,1
7283,1,4,1,2,4,1,4,2,2
7284,2,2,0,0,4,4,1,0,2
7285,0,2,0,0,1,1,0,2,4
7286,2,3,1,0,1,4,3,1,0
7287,2,0,1,3,0,0,2,0,0
7288,2,0,0,1,4,3,4,4,3
7289,2,2,1,0,0,0,2,1,3
7290,1,4,1,1,0,0,1,2,3
7291,0,2,1,0,1,4,2,0,1
7292,1,3,1,4,4,4,2,2,4
7293,0,4,0,4,0,0,1,4,2
7294,1,0,0,0,3,0,0,0,1
7295,1,2,0,4,4,1,2,0,1
7296,2,0,1,2,4,4,2,4,4
7297,2,4,1,1,3,0,3,3,4
7298,2,2,0,4,0,0,0,0,3
7299,2,4,1,0,4,3,1,3,1
7300,2,4,1,3,0,2,0,1,1
7301,1,1,1,4,4,1,3,4,3
7302,1,4,1,3,4,0,3,3,2
7303,1,4,1,2,0,1,2,3,4
7304,1,2,0,0,4,2,4,3,1
7305,2,2,1,4,0,4,1,4,2
7306,0,4,1,4,3,3,3,3,3
7307,0,3,0,2,3,2,4,3,2
7308,1,2,1,3,4,1,0,4,0
7309,0,4,0,1,4,2,0,2,0
7310,1,2,1,1,0,3,4,2,0
7311,2,2,1,3,0,1,1,3,4
7312,2,3,0,3,4,0,1,4,3
7313,0,1,1,3,1,4,2,4,3
7314,1,3,1,0,2,4,3,1,1
7315,2,0,1,3,2,4,3,0,1
7316,2,3,0,3,1,3,3,4,4
7317,2,0,0,4,4,4,0,1,2
7318,0,2,1,0,0,3,3,1,4
7319,2,0,0,0,0,2,1,2,2
7320,1,3,0,4,0,4,3,4,4
7321,1,0,0,1,4,0,3,1,0
7322,1,0,1,3,3,1,0,3,2
7323,1,1,0,0,2,3,3,2,1
7324,0,0,0,0,1,3,4,0,2
7325,0,3,1,2,4,0,0,4,2
7326,0,1,1,4,0,1,3,1,2
7327,1,1,0,0,4,4,0,2,3
7328,1,2,1,2,3,3,4,0,1
7329,2,3,0,4,2,0,1,3,3
7330,0,3,0,1,2,3,0,1,3
7331,2,3,0,0,0,0,4,1,0
7332,0,0,1,1,3,3,0,3,2
7333,0,4,1,0,0,3,1,4,1
7334,1,1,0,1,3,4,3,3,2
7335,1,0,1,2,0,1,2,1,1
7336,0,3,1,4,3,1,3,3,3
7337,0,2,0,0,1,4,1,2,3
7338,0,4,0,1,0,2,4,1,3
7339,1,3,0,2,4,1,3,4,2
7340,2,2,1,3,3,0,2,3,1
7341,1,1,0,0,4,4,2,2,2
7342,2,0,1,2,3,1,4,0,1
7343,0,3,1,0,0,4,3,3,2
7344,0,1,0,2,0,1,1,1,2
7345,0,1,0,1,0,1,3,3,0
7346,1,1,1,2,4,2,3,3,4
7347,1,3,0,0,4,4,3,2,0
7348,0,1,0,0,2,1,2,1,0
7349,1,2,0,3,4,2,0,0,3
7350,2,2,1,3,0,3,2,4,0
7351,0,4,0,0,0,0,4,0,1
7352,1,0,0,3,2,1,2,0,2
7353,2,0,0,2,1,1,3,3,0
7354,2,1,1,3,2,4,3,1,3
7355,2,3,0,3,4,1,0,4,1
7356,0,0,1,2,3,3,0,1,4
7357,2,1,1,2,4,3,2,2,4
7358,1,1,0,0,0,3,1,2,1
7359,2,3,1,0,1,3,1,0,2
7360,0,3,1,0,1,1,3,1,2
7361,0,2,0,1,3,0,3,0,0
7362,1,3,0,2,2,4,3,2,1
7363,2,1,0,4,3,2,2,2,4
7364,2,4,1,3,1,4,2,0,3
7365,1,3,1,2,0,1,1,0,1
7366,1,4,0,2,2,2,4,4,4
7367,0,3,1,3,1,0,3,0,3
7368,1,4,0,4,1,0,4,4,4
7369,2,4,1,2,2,1,1,3,3
7370,1,3,1,3,1,2,4,0,3
7371,0,0,0,1,0,1,2,4,0
7372,2,2,1,4,3,1,1,1,2
7373,2,4,0,4,3,2,0,4,3
7374,1,4,0,3,3,0,4,4,1
7375,2,0,1,1,1,1,3,0,0
7376,2,2,0,4,0,4,2,0,1
7377,2,2,0,0,1,0,3,2,2
7378,1,0,0,1,1,3,0,1,3
7379,2,4,0,3,1,1,3,2,0
7380,1,3,0,2,2,3,3,4,4
7381,1,4,1,1,0,0,0,0,3
7382,2,1,0,1,4,2,0,1,1
7383,1,4,0,2,0,1,0,1,2
7384,0,1,0,1,4,4,2,1,1
7385,0,1,0,3,1,4,0,1,2
7386,2,1,0,0,1,1,1,4,3
7387,1,1,1,1,1,4,3,4,0
7388,0,0,0,2,2,3,1,2,1
7389,1,1,1,4,1,4,3,1,4
7390,2,1,1,1,3,0,3,2,4
7391,2,3,0,3,1,4,3,4,0
7392,0,1,1,4,3,0,2,1,3
7393,0,2,1,2,4,3,0,1,0
7394,2,3,0,3,1,3,1,3,0
7395,0,3,1,4,4,2,2,1,2
7396,2,2,1,0,0,1,4,4,1
7397,1,1,0,2,3,1,3,4,2
7398,0,1,1,4,2,0,0,4,2
7399,2,0,1,2,3,0,2,4,4
7400,2,4,0,1,1,3,3,0,4
7401,1,1,1,4,1,0,1,2,3
7402,0,3,0,2,1,4,0,2,0
7403,2,2,1,2,4,2,3,2,0
7404,1,2,1,1,3,3,1,1,2
7405,1,3,0,2,1,1,4,4,4
7406,2,4,1,1,1,4,1,4,3
7407,0,1,0,2,2,1,1,3,3
7408,1,0,1,0,3,0,2,3,2
7409,1,1,0,1,1,3,3,1,4
7410,2,0,1,2,0,2,0,2,4
7411,0,4,1,3,1,3,3,4,0
7412,1,4,1,3,4,0,0,3,2
7413,1,1,1,1,1,2,0,1,2
7414,2,1,1,4,1,2,1,1,2
7415,0,0,1,0,3,2,0,3,2
7416,0,3,1,0,1,4,4,0,1
7417,1,2,0,1,1,4,3,3,2
7418,0,2,0,1,3,0,4,1,1
7419,0,4,1,4,3,1,3,4,2
7420,1,2,0,4,1,4,3,0,3
7421,0,2,0,0,2,0,1,1,1
7422,0,0,1,3,3,4,2,4,0
7423,1,2,1,1,2,2,3,1,4
7424,1,2,0,0,4,1,0,3,0
7425,0,0,0,2,2,3,0,2,3
7426,2,0,0,3,2,4,3,3,1
7427,0,2,0,4,0,2,4,1,0
7428,0,1,1,2,0,3,3,0,0
7429,2,1,0,2,1,3,2,2,1
7430,1,1,1,0,4,3,2,4,1
7431,2,3,0,1,0,3,1,1,2
7432,2,0,1,3,2,1,0,0,3
7433,2,4,0,1,0,3,1,1,4
7434,1,3,0,1,2,3,2,1,1
7435,1,4,1,3,0,4,2,3,1
7436,2,4,0,3,4,0,1,2,4
7437,0,1,0,3,0,2,0,1,2
7438,0,1,0,2,1,2,3,0,0
7439,1,3,0,2,4,3,3,4,2
7440,0,4,1,1,0,3,4,0,4
7441,2,2,0,4,2,0,0,3,1
7442,1,0,1,3,0,4,0,1,4
7443,2,1,1,3,2,3,0,4,4
7444,1,1,0,2,2,3,1,4,4
7445,2,2,1,4,2,0,2,0,0
7446,0,1,1,0,0,2,3,2,0
7447,1,2,1,2,4,0,0,1,1
7448,0,2,1,4,0,4,3,0,1
7449,0,1,0,4,2,0,0,1,3
7450,2,1,0,1,4,0,3,0,4
7451,1,0,0,2,1,1,2,0,1
7452,0,1,1,3,0,4,1,1,3
7453,1,3,1,2,1,3,0,2,2
7454,0,4,1,4,0,2,0,1,4
7455,0,4,1,2,2,2,2,4,2
7456,1,0,0,2,2,2,4,3,0
7457,2,0,0,4,1,3,4,4,4
7458,0,4,1,0,1,2,4,2,0
7459,0,4,0,4,1,0,1,4,0
7460,2,0,0,0,1,1,0,2,2
7461,2,4,0,2,3,0,1,1,0
7462,0,2,1,0,3,1,1,3,1
7463,0,4,1,0,1,1,4,4,4
7464,2,1,0,2,1,4,2,0,4
7465,2,4,1,2,3,0,0,2,2
7466,2,4,1,1,0,0,1,0,0
7467,0,0,0,2,2,1,1,1,4
7468,1,3,0,3,2,2,4,2,2
7469,1,1,0,0,4,0,2,0,1
7470,1,0,1,3,0,3,3,2,2
7471,2,2,0,4,3,3,2,2,1
7472,1,0,0,0,4,2,1,4,3
7473,2,4,1,1,4,0,2,0,1
7474,1,3,1,1,4,2,2,1,4
7475,2,4,0,2,2,2,0,0,2
7476,0,1,0,4,0,2,0,4,2
7477,1,1,0,3,1,2,4,0,2
7478,2,2,1,0,1,1,1,1,0
7479,1,1,1,1,3,2,3,1,2
7480,1,2,1,3,1,2,3,0,0
7481,1,3,0,0,1,3,0,4,4
7482,0,3,1,3,2,2,4,3,2
7483,0,0,0,2,1,4,3,1,3
7484,2,3,1,4,4,0,1,0,4
7485,0,3,0,1,1,4,4,4,0
7486,1,1,0,4,0,4,0,3,3
7487,2,0,1,0,2,0,3,0,3
7488,2,0,1,1,3,3,0,0,2
7489,1,4,0,0,4,4,1,0,1
7490,0,2,0,4,0,4,0,4,3
7491,1,4,1,0,0,2,4,3,0
7492,1,1,1,2,0,2,0,1,1
7493,1,4,0,2,4,1,3,0,2
7494,2,0,1,1,4,3,4,1,1
7495,1,1,0,3,1,3,2,3,4
7496,1,3,1,3,3,2,1,4,1
7497,1,1,0,1,3,3,0,2,3
7498,1,0,1,2,0,0,2,4,4
7499,0,3,0,0,4,2,0,2,2
7500,1,4,1,0,1,1,0,2,4
7501,2,3,1,0,4,1,3,3,0
7502,1,4,1,1,2,4,2,1,4
7503,0,2,0,3,2,0,3,0,2
7504,1,3,1,2,3,2,0,2,3
7505,1,1,1,3,1,4,0,0,3
7506,0,4,1,4,2,2,0,1,1
7507,1,4,1,0,0,4,0,1,2
7508,0,3,0,2,4,2,4,3,0
7509,0,1,0,1,4,0,0,0,4
7510,2,2,0,2,0,2,4,2,3
7511,1,0,0,3,2,1,3,1,0
7512,0,4,0,3,4,2,4,3,1
7513,0,4,0,0,1,4,3,1,3
7514,2,4,1,3,3,2,0,1,2
7515,2,0,1,2,3,2,1,2,2
7516,0,2,1,3,3,2,0,4,2
7517,0,0,0,3,0,3,2,1,3
7518,0,4,0,1,3,1,3,0,1
7519,2,3,0,3,4,1,3,1,4
7520,0,3,1,2,4,1,4,2,4
7521,2,4,0,1,4,1,4,3,4
7522,1,1,0,3,1,2,0,3,2
7523,0,3,0,4,2,1,3,4,1
7524,0,2,0,4,1,3,0,2,3
7525,1,2,0,4,4,3,0,1,1
7526,1,4,0,0,1,4,3,1,1
7527,2,3,1,3,1,3,2,0,3
7528,0,3,0,1,1,0,2,3,3
7529,2,2,1,3,4,2,1,1,1
7530,0,1,0,3,4,2,0,1,3
7531,0,1,0,4,1,2,3,4,0
7532,0,3,0,2,0,2,2,1,1
7533,0,2,1,3,0,1,4,1,3
7534,0,2,1,3,2,2,3,0,2
7535,1,1,0,3,1,4,2,2,1
7536,1,3,1,2,3,1,2,0,1
7537,1,0,1,3,2,3,0,1,4
7538,2,4,1,2,1,3,4,2,4
7539,2,0,1,3,2,0,3,2,4
7540,0,0,1,4,3,3,0,2,0
7541,1,1,1,4,2,1,0,3,3
7542,2,2,1,3,1,3,1,2,3
7543,2,4,1,1,2,3,0,4,2
7544,0,2,1,1,4,1,0,4,0
7545,2,4,0,0,2,2,1,4,0
7546,0,2,0,4,0,1,4,1,0
7547,1,2,1,4,0,4,2,0,2
7548,2,3,1,4,1,4,3,1,4
