Field,Career,GPA,Extracurricular_Activities,Internships,Projects,Leadership_Positions,Field_Specific_Courses,Research_Experience,Coding_Skills,Communication_Skills,Problem_Solving_Skills,Teamwork_Skills,Analytical_Skills,Presentation_Skills,Networking_Skills,Industry_Certifications
Marketing,Inorganic Chemist,4.839161857754966,5,1,4,1,5,0,4,0,1,0,1,2,0,1
Music,Pharmacist,2.5901564309523,0,2,2,0,9,1,0,4,3,3,0,2,3,0
Biology,Chemist,4.608980024303504,3,1,3,0,9,1,1,3,2,1,1,4,0,0
Chemistry,Illustrator,2.502808830640106,9,2,4,1,4,0,4,2,0,4,0,4,2,1
Business,Legal Secretary,4.549595981246167,9,0,1,0,0,1,2,0,1,1,3,2,3,0
Biology,Music Teacher,3.6733875408966443,1,0,4,0,8,0,0,3,4,2,3,4,2,1
Marketing,Brand Manager,3.8311934024021324,2,2,4,0,6,1,0,1,4,2,1,3,2,0
Marketing,Acoustics Specialist,2.650848985311114,5,1,1,0,1,1,0,2,3,4,4,0,3,0
Music,Construction Manager,3.3045945996438806,5,1,2,0,6,1,0,2,1,1,4,0,2,1
Medicine,Mechanical Engineer,3.436364652738031,9,1,3,1,6,1,0,4,3,1,2,4,4,1
Computer Science,Counselor,3.8138184505596606,1,2,4,0,2,1,4,2,4,3,2,2,2,0
Biology,Fluid Mechanics Engineer,4.2383396822946,0,0,2,0,6,0,1,1,1,2,2,4,1,0
Art,Lawyer,4.051605542306714,3,1,0,0,0,0,4,2,3,0,2,0,1,0
Education,Graphic Designer,3.0077699860729097,7,0,3,1,5,1,3,2,3,4,0,3,3,1
Music,Accountant,3.4445404996091336,6,0,0,0,1,1,1,2,2,1,1,3,1,0
Medicine,Sound Engineer,2.764777430408174,5,2,4,0,4,0,1,2,4,1,2,2,2,1
Business,Animator,4.945143948412923,4,2,0,1,7,1,4,4,4,4,3,4,0,1
Computer Science,Animator,3.6263643992052925,2,0,1,0,4,1,3,4,4,3,2,3,0,1
Biology,Lawyer,3.4411320876500193,9,2,4,0,0,1,0,1,0,2,3,1,3,0
Business,Zoologist,4.149052845651589,6,2,1,0,8,0,0,3,1,0,3,2,4,1
Education,Dentist,2.9594272682307805,4,1,1,0,5,0,2,0,0,2,0,2,0,0
Law,Paralegal,4.7123410500721326,3,0,1,0,3,1,0,0,0,4,3,4,2,0
Art,Art Director,2.889050613485594,5,0,0,0,3,1,3,4,1,4,1,2,4,1
Art,Quantum Physicist,4.723800896798529,4,0,0,0,4,0,4,3,3,0,3,2,4,1
Physics,Music Teacher,4.570077578096476,4,0,4,1,6,1,3,2,0,3,3,0,4,1
Medicine,Surgeon,3.9283183742120746,9,0,1,0,0,0,0,2,4,1,3,0,0,0
Engineering,Zoologist,2.8679167651700177,8,0,0,1,8,1,3,4,1,3,0,0,1,0
Chemistry,Marketing Specialist,3.431745035977012,5,2,2,1,4,1,2,4,2,3,2,4,4,0
Engineering,Entrepreneur,4.95592504430103,3,2,1,1,7,1,2,0,2,0,2,0,0,1
Computer Science,Teacher,4.52332022854294,3,1,4,0,6,1,3,2,0,0,2,3,0,0
Biology,Accountant,3.555202842663891,2,1,0,0,0,0,0,2,1,2,0,0,3,1
Medicine,Music Teacher,4.403004725677069,8,1,0,1,5,1,3,3,1,1,1,4,2,0
Business,Nurse,4.78513998827922,0,2,1,0,3,1,0,3,2,4,2,3,1,1
Education,Education Administrator,3.5484163267481064,6,1,3,1,1,1,3,2,2,4,0,1,4,1
Business,Biologist,4.807753355676284,5,1,3,1,7,1,3,2,3,0,3,1,3,1
Physics,Industrial-Organizational Psychologist,3.4478130840037715,9,1,0,0,3,0,2,0,1,2,1,2,2,1
Finance,Software Developer,4.412006572657159,5,0,0,0,0,0,4,3,0,0,0,4,4,0
Music,Software Developer,4.295490868953333,7,0,0,0,8,0,1,1,3,0,3,1,2,0
Art,Lawyer,4.725524750087769,5,0,1,1,9,1,3,4,1,4,0,4,1,1
Biology,Animator,4.3415526842552215,7,1,2,1,1,0,2,2,2,3,2,3,0,1
Engineering,Marketing Manager,3.383992045694839,1,2,4,1,5,0,0,2,4,1,2,2,3,0
Biology,Financial Advisor,3.9322000433117847,2,1,2,0,9,0,1,2,4,4,2,3,0,1
Law,Inorganic Chemist,4.479705323521014,3,2,4,0,9,1,3,2,2,2,4,3,3,1
Psychology,Legal Analyst,2.87660352271937,7,2,3,0,3,0,1,0,4,0,3,3,2,1
Art,Landscape Architect,3.3373632278784204,2,1,0,0,1,0,3,0,0,1,2,2,2,1
Computer Science,Investment Banker,4.615389871943564,7,1,2,1,9,1,2,0,0,4,0,0,2,0
Biology,Paralegal,2.508797222444942,2,0,2,0,4,1,4,0,2,1,1,2,0,0
Education,Human Resources Specialist,4.984858764282017,6,0,1,0,7,1,1,1,1,1,0,0,4,1
Chemistry,Geneticist,3.8029175517596157,9,2,1,1,6,1,2,1,1,4,0,2,2,1
Business,Software Developer,3.3566660647614004,1,2,0,0,1,1,3,0,2,1,2,1,3,1
Music,Principal,4.929394948880587,1,2,3,0,2,1,2,2,3,0,0,2,3,0
Psychology,Legal Analyst,4.914896375694694,6,2,0,0,4,0,3,3,4,0,0,0,4,0
Education,School Psychologist,2.880651162798795,8,2,4,1,5,0,4,4,0,0,4,4,3,1
Music,Data Scientist,4.0131162128759135,8,1,0,1,9,0,3,3,3,1,2,4,4,1
Architecture,Digital Marketing Specialist,4.5214143271404135,1,1,0,1,8,1,3,0,2,4,1,0,4,1
Medicine,Animator,3.392145056918232,9,0,2,0,3,0,4,3,1,4,1,3,2,1
Physics,Accountant,4.603206824244118,7,1,3,1,4,0,4,2,1,0,1,2,0,0
Biology,Teacher,3.2546991502104263,7,1,2,1,5,0,1,4,3,3,0,0,3,0
Business,AI Researcher,3.1089732462659434,2,1,1,1,2,0,3,0,0,3,3,4,0,0
Biology,School Counselor,3.7804008451298436,8,1,3,1,7,0,2,1,4,3,2,3,4,1
Business,Doctor,4.118170992228078,5,2,1,1,9,1,4,1,1,3,0,3,0,1
Music,Animator,4.592283492265208,4,2,2,0,0,1,1,3,3,0,3,1,1,1
Music,Legal Secretary,2.6186511686334093,4,1,3,0,3,0,4,0,1,2,0,0,0,0
Business,Quantum Physicist,2.5326652113704156,0,1,1,0,7,1,2,0,4,3,2,0,4,0
Medicine,Architect,2.5461098023912325,0,0,1,0,6,0,1,1,3,3,0,4,3,1
Medicine,Physicist,4.734526763551687,4,0,3,1,3,1,0,1,0,1,3,3,4,1
Finance,Paralegal,3.3957398292525935,7,1,1,1,7,0,4,1,4,1,0,3,4,0
Business,Chemist,3.6497955266168356,1,2,4,1,7,0,2,3,1,1,4,3,2,0
Education,Musician,4.511973123107234,6,0,4,1,2,1,2,4,0,1,4,4,0,0
Art,Accountant,4.271021195549048,3,2,4,1,2,0,4,2,2,3,1,2,0,1
Art,Biochemist,3.8363802925456696,7,0,3,0,2,0,1,0,4,3,3,1,1,1
Business,Animator,4.026394131872326,6,2,4,1,5,1,1,0,2,3,4,4,3,0
Finance,Marketing Manager,3.100359434924103,0,0,2,0,8,1,3,3,2,3,0,1,2,1
Biology,Credit Analyst,2.5206107715699804,9,2,1,1,8,1,1,0,4,4,3,4,3,0
Medicine,Geneticist,2.8516241055360423,5,0,0,1,2,1,2,1,3,0,3,3,2,1
Physics,Surgeon,4.530205757936036,4,0,4,1,8,0,4,1,2,1,3,3,2,1
Computer Science,Ecologist,2.8708945605277894,4,2,0,1,0,0,0,4,3,2,1,4,3,1
Psychology,Physician Assistant,4.772869560498667,1,1,2,0,8,0,0,4,4,4,3,1,4,0
Physics,Physician Assistant,3.190979928157116,5,0,2,1,8,1,2,2,2,1,4,1,0,0
Art,Zoologist,3.8703552135740065,0,0,4,0,4,1,0,0,3,1,2,4,0,0
Law,Landscape Architect,4.504541573036149,4,2,3,0,8,0,1,4,1,0,0,4,3,1
Business,Physician Assistant,4.475568406265729,1,1,0,1,8,1,0,3,2,4,2,4,4,0
Education,Interior Designer,3.9213414342330513,2,1,3,0,5,1,3,1,2,1,3,0,2,0
Biology,Judge,4.047460557963639,7,1,3,1,3,1,1,2,3,3,0,3,1,0
Art,Special Education Teacher,3.8461270674284576,6,2,0,0,5,1,0,1,2,2,4,1,1,0
Music,Forensic Psychologist,3.2451016108097175,9,1,1,1,9,0,0,1,2,2,1,4,3,1
Engineering,Landscape Architect,2.7231840001798484,5,1,2,1,9,0,1,4,4,3,2,4,3,1
Chemistry,Nuclear Physicist,2.6373191014930084,7,0,4,0,0,1,1,1,1,2,4,4,4,1
Psychology,Curriculum Developer,3.872076162527426,3,1,0,1,4,1,4,3,3,1,4,4,4,1
Physics,Artist,4.612721149585683,9,0,2,1,3,1,0,4,2,1,4,0,1,1
Finance,Investment Banker,4.739454127600439,5,2,4,1,5,1,2,3,1,4,2,4,3,0
Medicine,Brand Manager,2.717490250643903,3,2,3,0,2,1,4,0,3,2,4,2,2,1
Law,Legal Consultant,4.547221375781929,5,1,0,1,2,1,0,3,4,1,1,2,0,1
Architecture,Physical Chemist,4.549240588799068,8,1,3,1,4,0,4,4,0,1,3,3,3,1
Engineering,Credit Analyst,3.1956272729885953,0,2,2,0,3,0,1,2,3,4,1,2,1,0
Chemistry,Construction Manager,4.622442645469468,9,1,4,1,8,1,2,2,0,2,2,0,2,0
Medicine,Quantum Physicist,4.661982980221455,8,2,2,1,9,1,0,3,3,4,1,1,4,0
Finance,Legal Consultant,4.455928185842046,5,0,0,1,8,0,0,2,1,2,3,4,1,1
Music,Biochemist,2.579909781513895,2,2,4,0,4,1,3,1,0,2,3,1,3,1
Marketing,Fluid Mechanics Engineer,4.333389353857207,3,2,1,1,2,1,2,2,3,1,0,4,1,0
Chemistry,Mechanical Engineer,4.606441949383484,5,0,4,1,2,1,4,4,1,1,2,4,1,0
Architecture,Clinical Psychologist,4.520495717817206,4,0,2,0,4,0,3,0,1,2,3,3,3,1
Business,Risk Analyst,2.792561267085936,5,0,2,0,9,1,4,2,4,2,1,3,4,1
Music,Surgeon,3.85995408783263,7,0,0,1,3,1,2,1,2,2,0,2,3,0
Marketing,Paralegal,2.5016996614270868,9,1,0,1,9,1,0,3,0,4,2,3,3,1
Music,Musician,4.183262131841049,2,1,4,0,8,1,0,1,0,3,2,3,4,1
Business,Architect,2.8078330006497128,5,2,4,0,6,0,3,3,4,2,2,0,1,1
Law,Entrepreneur,4.470896930054074,6,0,2,1,5,1,4,3,0,1,3,0,1,0
Engineering,Illustrator,4.2495019684869835,1,2,1,1,4,0,3,2,2,4,0,0,4,0
Physics,Inorganic Chemist,2.9919692310970953,1,2,2,1,3,0,0,3,4,0,3,4,3,0
Marketing,Financial Analyst,3.6602699104791547,7,1,1,1,8,0,4,0,1,2,1,4,4,0
Architecture,Education Administrator,4.893234464758515,4,2,4,1,4,0,3,4,1,3,3,0,2,0
Chemistry,Investment Banker,4.792391284145543,8,1,2,0,9,0,2,2,4,1,1,4,1,1
Business,Inorganic Chemist,3.6313777714955964,6,2,2,1,5,1,4,3,1,3,1,4,1,1
Architecture,Fluid Mechanics Engineer,3.940497404124139,0,1,0,0,0,0,1,0,1,3,3,1,1,0
Art,Counselor,2.918477112718204,9,2,4,0,6,1,0,0,4,4,4,2,2,0
Engineering,Game Developer,2.5649105750686445,8,2,1,1,5,1,4,2,3,0,3,2,3,1
Education,Actuary,3.6134702290300282,2,1,4,0,2,1,2,1,2,3,3,4,2,0
Music,Nuclear Physicist,3.21191277484548,3,1,4,0,1,0,4,1,0,4,3,4,0,0
Art,Composer,3.5384743499636784,2,1,1,1,4,0,1,2,3,2,0,2,1,0
Engineering,Graphic Designer,3.592483162192412,7,2,3,1,5,1,1,4,0,2,0,0,2,0
Business,Art Therapist,4.416118675158042,2,2,3,1,9,0,2,0,3,3,1,2,2,1
Chemistry,Psychologist,3.714321859787219,4,2,3,1,8,0,2,3,3,4,0,4,4,1
Psychology,Clinical Psychologist,2.553235107938689,1,1,3,1,1,0,2,2,4,1,3,3,2,0
Computer Science,Data Scientist,3.3925202357336097,1,2,2,1,6,1,2,4,4,2,0,0,3,0
Architecture,Financial Controller,2.929540921920128,2,2,3,1,5,0,3,2,3,3,3,3,2,1
Computer Science,Financial Analyst,2.8529049872549153,1,0,0,1,3,0,1,0,4,4,4,1,4,0
Education,Legal Consultant,4.278542715817505,2,2,0,1,2,0,0,1,1,1,0,1,3,1
Law,Architect,3.766157939726589,6,0,1,0,5,1,2,2,3,3,0,2,3,1
Architecture,Animator,3.505766045483649,1,2,2,1,5,0,2,3,1,4,3,4,1,0
Biology,Special Education Teacher,3.96962180415021,8,1,0,1,9,0,3,1,4,3,2,2,0,1
Music,Musician,3.025719064041098,9,2,2,0,2,1,3,0,2,0,0,1,4,1
Music,Paralegal,3.4154788310247137,5,0,1,1,0,0,3,2,3,3,2,1,2,1
Biology,Musician,4.612924400378331,4,0,1,0,9,0,0,2,2,0,1,2,4,1
Architecture,Inorganic Chemist,2.722415144832607,1,2,2,0,5,1,1,4,0,3,0,4,3,0
Law,Conductor,4.163117508284287,7,2,2,1,6,0,0,1,0,2,1,3,3,1
Business,Biochemist,3.941979971435816,9,0,2,1,1,1,2,2,4,2,1,3,1,0
Chemistry,Financial Controller,3.169484988538036,2,1,4,1,5,0,3,0,1,4,3,0,0,1
Marketing,Legal Secretary,3.6125607604100014,8,2,0,0,3,0,4,3,3,0,2,3,3,1
Biology,Web Developer,3.1927484986049226,1,1,3,0,9,0,2,0,4,2,0,0,4,1
Chemistry,Civil Engineer,3.4957895561794183,2,2,0,1,9,1,2,3,4,1,0,3,3,0
Law,Music Teacher,2.906347786837771,3,0,4,0,1,1,3,3,3,3,2,2,3,0
Computer Science,Fluid Mechanics Engineer,4.544721035683932,2,2,4,1,7,1,3,3,3,3,4,3,2,1
Business,Astronomer,3.143784820001163,7,2,3,0,8,0,2,0,2,3,4,2,4,1
Law,Digital Marketing Specialist,4.050487996505222,8,1,3,1,3,0,2,1,3,0,3,1,2,1
Medicine,Psychologist,3.7010098706364656,5,1,4,1,8,0,0,3,4,4,4,3,3,0
Engineering,Electrical Engineer,4.183854924859953,8,0,3,0,6,0,4,3,4,0,3,4,1,1
Education,Software Developer,3.392133118270908,4,1,1,0,7,1,3,2,0,1,4,4,4,1
Architecture,Artist,3.5017054039218074,7,0,2,0,9,0,2,0,0,1,1,2,2,0
Medicine,Entrepreneur,4.349299275992742,4,1,1,0,4,0,1,2,1,1,2,0,1,1
Psychology,Fluid Mechanics Engineer,3.839942822765151,8,1,1,1,8,1,1,2,3,0,4,0,1,1
Chemistry,Fluid Mechanics Engineer,4.329700136924592,3,2,2,1,0,0,1,3,2,0,3,0,4,1
Business,Digital Marketing Specialist,2.7868096804382274,1,0,1,0,9,1,4,1,4,0,0,0,2,0
Music,Chemical Engineer,4.946266771064061,0,1,2,0,8,1,0,4,4,3,0,0,1,1
Art,Inorganic Chemist,3.1264577252838084,3,1,4,0,4,0,0,2,0,2,4,1,3,0
Engineering,Special Education Teacher,4.735802047802355,2,1,3,0,1,1,0,0,0,1,0,2,2,1
Biology,Art Director,2.7694471831344516,2,1,2,1,6,1,2,4,4,4,3,4,0,0
Finance,Education Administrator,3.405581113420132,7,1,3,0,7,0,4,1,1,1,4,1,4,1
Finance,Urban Planner,4.149390534804071,2,0,0,1,9,1,4,4,1,0,4,0,3,0
Finance,Astronomer,4.366709971142642,7,1,3,1,9,1,3,2,4,0,3,0,1,0
Computer Science,Entrepreneur,2.7216922414975535,4,1,0,0,8,0,2,2,3,1,2,2,4,1
Marketing,Pharmacist,3.848591890846094,9,1,1,1,9,0,3,4,1,2,1,3,1,1
Physics,Clinical Psychologist,3.980037287258874,1,1,1,1,7,1,0,2,3,4,0,1,1,1
Physics,Marketing Manager,2.855797058196947,6,0,0,1,0,0,1,0,3,2,3,2,3,0
Education,Marketing Manager,2.6227146507190784,5,0,0,1,3,0,4,3,4,0,1,3,4,1
Business,AI Researcher,4.561259935057555,4,2,0,0,7,1,4,4,3,0,3,4,2,0
Psychology,Biologist,3.6804694326139824,0,1,1,0,6,0,1,4,3,4,1,1,3,1
Education,Accountant,2.853872322799663,6,1,4,1,6,1,2,2,2,0,1,0,1,1
Architecture,Data Scientist,4.742289566255424,6,1,3,1,3,1,2,0,1,2,3,0,0,1
Finance,Landscape Architect,3.119360469040847,2,2,3,1,0,0,4,4,4,0,3,3,3,0
Finance,Landscape Architect,3.2967144433083555,6,0,3,0,3,1,2,2,1,2,1,4,2,0
Physics,Human Resources Specialist,3.313350740272626,5,0,3,0,9,1,0,0,1,1,3,3,1,0
Engineering,Graphic Designer,4.6530803961245,4,0,2,1,2,1,4,0,4,1,2,4,2,0
Computer Science,Financial Analyst,3.1058043047953796,9,2,1,1,3,0,2,3,4,3,0,4,4,1
Law,Zoologist,2.7291740391835657,2,1,2,0,8,1,1,4,2,3,3,2,1,0
Physics,Credit Analyst,3.5784624688466775,8,0,1,1,2,0,4,2,4,4,4,4,1,1
Architecture,Legal Analyst,3.290573766134145,4,0,2,1,8,1,0,0,4,2,3,3,4,0
Biology,AI Researcher,4.720119326485044,6,1,4,1,8,0,1,3,1,3,4,3,1,1
Education,Counselor,4.852504984030569,3,1,3,1,7,1,4,0,0,4,0,0,3,1
Computer Science,Conductor,2.770060120852535,0,1,0,1,8,1,2,1,3,2,0,0,2,0
Law,Actuary,3.534314962337487,8,2,4,1,9,1,3,3,4,2,0,4,1,0
Engineering,Music Therapist,4.925367516219325,0,0,1,1,2,1,1,2,4,2,2,4,3,1
Physics,Legal Consultant,2.968682660982041,0,1,3,1,6,0,3,2,2,0,3,1,1,1
Art,Legal Analyst,2.5596770443633132,8,2,0,0,6,1,4,4,2,1,0,1,4,0
Medicine,Quantum Physicist,4.713088704624663,5,2,0,0,8,0,0,4,0,4,3,4,4,1
Art,Accountant,4.675718895639974,1,1,0,1,9,1,2,1,1,1,1,1,0,0
Biology,Legal Analyst,2.886004142377367,6,0,4,1,4,0,3,3,4,3,1,0,3,1
Engineering,Education Administrator,4.879961501632069,4,2,0,1,7,1,3,4,1,3,1,4,2,0
Physics,Clinical Psychologist,3.062032868178335,8,0,4,0,9,0,2,4,0,4,1,1,2,0
Finance,Inorganic Chemist,4.917712895269528,3,2,1,0,6,0,3,1,1,1,4,1,1,0
Law,Music Therapist,3.4877488828335808,3,1,0,1,9,0,3,1,1,4,0,2,0,0
Finance,Graphic Designer,2.7846719312168062,1,2,3,1,5,0,2,2,2,0,1,3,3,1
Marketing,Biomedical Engineer,3.057254739847473,7,0,0,1,9,0,1,0,0,1,4,0,4,0
Law,Physical Chemist,3.598852118272678,3,1,2,0,9,1,2,1,3,3,0,1,1,0
Engineering,Legal Analyst,3.9219392346680078,6,0,1,1,0,0,0,2,2,0,2,1,2,1
Biology,Credit Analyst,2.6703186529080183,5,0,1,1,2,0,2,2,0,4,3,3,0,1
Architecture,Geneticist,3.6572933142121355,7,0,3,1,7,0,0,3,2,4,0,4,2,1
Chemistry,Cybersecurity Analyst,4.3267272732600786,0,2,2,0,3,1,0,0,4,3,4,3,4,1
Architecture,Biotechnologist,4.32602910611382,4,1,4,1,0,0,3,3,4,3,2,3,1,1
Finance,Quantum Physicist,4.24496596443339,8,0,0,0,8,1,0,2,3,2,2,0,3,1
Education,Analytical Chemist,4.803944881266657,8,0,0,1,7,1,3,0,0,1,4,3,3,0
Business,Aerospace Engineer,3.14881947524777,6,2,2,1,1,0,0,1,4,1,1,4,1,0
Biology,Physicist,4.19928025199061,4,2,2,1,3,1,3,4,3,4,2,2,3,0
Architecture,Chemist,4.281526124605145,3,1,3,0,6,0,2,2,4,4,4,4,4,0
Art,Electrical Engineer,3.551236915549618,2,1,4,0,7,0,4,0,3,2,0,2,1,1
Law,Architect,2.6260962264650662,1,1,1,0,0,1,2,1,4,3,4,1,0,0
Chemistry,Curriculum Developer,3.9681933576422224,0,0,3,0,0,1,0,2,2,0,0,0,2,1
Marketing,Interior Designer,4.797713435717335,1,0,0,1,1,1,1,2,4,4,1,4,2,0
Medicine,Civil Engineer,4.3361981572956205,0,0,1,0,7,1,1,0,0,1,1,1,1,1
Engineering,AI Researcher,2.9303857796890846,8,2,1,1,0,0,1,2,0,2,2,0,4,0
Computer Science,Actuary,3.21753655595149,0,2,3,0,1,0,2,2,4,0,3,3,2,0
Finance,Forensic Psychologist,4.309629520985,8,1,2,1,2,0,3,4,4,0,1,4,2,0
Business,AI Researcher,4.724830428785223,5,0,4,1,0,1,3,0,0,0,0,2,1,1
Chemistry,Physician Assistant,2.801707058971374,8,1,3,1,1,1,1,0,0,3,0,4,0,1
Finance,Marketing Manager,2.7873930994900045,1,2,2,0,1,0,4,0,2,2,4,4,3,0
Finance,Fluid Mechanics Engineer,4.657881078260883,2,2,1,1,1,0,1,1,1,4,0,2,1,0
Architecture,Acoustics Specialist,3.6204082640116124,4,2,3,0,7,0,0,0,0,0,2,0,3,0
Art,Musician,3.787012172955998,2,1,3,1,5,1,1,0,4,3,2,2,0,1
Finance,Paralegal,4.589103251782541,0,1,3,0,0,0,4,2,1,0,3,1,1,1
Medicine,Graphic Designer,4.777928108465845,2,0,4,1,7,0,0,0,3,4,1,0,2,1
Physics,Analytical Chemist,4.6175273779961215,4,0,0,1,2,0,1,2,0,2,1,3,2,0
Finance,Physical Chemist,3.4010215261119994,4,2,0,1,6,1,1,1,0,3,4,2,3,1
Biology,Biochemist,3.0466109840379083,5,0,3,1,5,0,2,3,1,0,3,0,4,1
Finance,Marketing Manager,4.072317091607683,7,0,4,1,1,0,0,3,1,2,2,2,0,1
Chemistry,Brand Manager,4.187680820593393,1,0,0,1,5,0,4,1,3,4,4,0,0,0
Physics,Architectural Technologist,4.40460129142906,1,1,2,1,3,1,0,3,0,3,3,3,2,1
Physics,Nurse,4.783347175352903,8,1,2,0,7,1,1,3,3,2,1,2,2,0
Engineering,Architect,3.063709500796322,7,0,1,0,3,0,4,2,4,3,4,0,4,1
Music,Financial Advisor,3.278740679302926,5,2,1,1,3,0,4,3,4,2,4,3,0,1
Engineering,Physical Chemist,4.382527244082173,0,0,1,1,1,1,4,2,4,0,3,0,0,0
Music,Art Therapist,3.743067531495469,3,2,4,1,2,1,3,4,2,2,1,2,4,0
Music,Biotechnologist,4.939265032953008,6,1,1,1,0,1,1,4,4,3,1,4,2,0
Finance,Accountant,4.7888323891029145,6,1,0,1,5,1,1,0,3,2,1,2,2,0
Education,Financial Controller,3.588417883055004,2,2,3,1,7,0,4,0,2,3,0,4,3,1
Biology,Game Developer,4.860714375098732,5,2,0,0,5,1,0,4,4,4,1,0,1,0
Chemistry,Nurse,3.569818418185829,0,1,3,0,0,0,4,3,0,1,3,0,3,0
Psychology,Organic Chemist,4.701816024498276,2,1,0,0,8,1,3,1,0,3,4,0,4,1
Finance,Legal Secretary,4.100832330474645,5,0,2,0,0,1,4,2,0,0,4,1,4,0
Chemistry,Paralegal,4.476992566384968,5,1,0,1,2,1,4,1,1,4,0,2,3,0
Marketing,Nuclear Physicist,2.7920632584897658,3,1,4,0,7,1,0,3,4,2,0,4,1,0
Medicine,Architectural Technologist,4.068437763018718,0,2,3,1,6,0,1,2,4,2,3,0,1,0
Marketing,Accountant,2.543052437856296,8,1,0,1,2,0,3,2,4,0,0,2,2,1
Marketing,Legal Secretary,3.1674580320371755,5,0,1,0,1,1,1,1,4,0,0,1,2,0
Finance,Zoologist,4.159936914785893,9,0,1,0,0,1,4,4,1,1,2,4,2,1
Engineering,Dentist,4.270663695653249,1,2,3,1,8,0,0,1,0,3,1,1,4,0
Architecture,Web Developer,3.397403855312784,7,0,0,0,4,0,3,0,2,3,2,0,2,0
Physics,AI Researcher,2.5808629094510502,6,1,0,0,0,1,0,3,4,1,3,0,1,1
Art,Musician,4.354808188825608,6,0,1,1,9,1,4,1,3,3,2,1,0,1
Finance,Physician Assistant,3.449882980493029,5,0,2,0,2,1,1,3,0,0,3,3,2,0
Biology,Judge,3.2082147848700524,9,1,2,1,1,1,1,1,0,3,1,4,4,0
Psychology,Entrepreneur,4.177222039215923,7,2,3,1,1,0,4,0,2,2,0,0,2,0
Music,Cybersecurity Analyst,4.244837408686809,6,1,0,0,6,1,2,0,0,3,0,0,1,0
Education,Music Teacher,4.015973204319806,8,0,3,1,1,1,1,2,2,1,1,4,4,1
Business,Architect,3.0418745413316612,8,0,0,1,7,0,1,1,3,4,4,0,1,1
Finance,School Psychologist,3.4576998427875383,9,2,1,0,7,0,4,1,3,2,3,4,4,0
Marketing,Clinical Psychologist,2.5881201332239847,4,0,4,0,1,1,4,0,4,0,0,3,1,0
Engineering,Art Director,3.3283396557228095,0,0,4,1,5,1,3,3,1,3,4,2,1,0
Marketing,Legal Consultant,2.5594988753693304,2,1,1,1,2,1,3,2,2,1,1,4,3,1
Marketing,Biomedical Engineer,3.6021798831767793,5,1,2,0,3,0,3,2,4,0,2,4,3,0
Education,Special Education Teacher,4.190291206248679,9,2,0,0,5,1,2,1,3,1,4,0,1,0
Physics,Pharmacist,4.1060710501090325,9,0,2,0,7,1,2,2,3,0,0,0,4,0
Computer Science,Microbiologist,4.987102544390438,5,0,4,1,1,0,2,3,4,4,1,4,3,0
Psychology,Market Research Analyst,2.6743530616460904,2,0,4,0,0,1,4,0,3,0,1,1,2,1
Music,Physicist,4.870024572755468,6,1,2,0,8,1,0,2,0,0,3,3,2,1
Psychology,Data Scientist,3.2123929781758944,7,0,0,1,5,1,4,3,0,2,4,2,0,0
Psychology,Physical Chemist,3.733459416724121,6,0,3,1,8,0,4,1,0,1,3,1,2,0
Art,Organic Chemist,4.8494709240002924,2,0,4,0,7,0,1,2,4,2,3,3,1,0
Education,Ecologist,3.2121188159506864,5,2,3,0,6,1,3,1,3,4,2,0,1,1
Biology,Dentist,3.147399352270246,9,2,4,1,1,0,4,1,3,0,0,0,1,1
Finance,Mechanical Engineer,3.2290998623164615,7,0,0,1,9,0,1,2,2,4,0,3,3,0
Law,Curriculum Developer,3.6584349495770594,9,1,0,1,9,0,0,0,0,3,4,0,1,1
Computer Science,Cybersecurity Analyst,4.373177198776728,1,0,0,0,3,1,4,0,4,4,3,0,4,1
Engineering,Financial Analyst,4.285172381031437,6,2,1,1,3,0,2,1,0,2,1,4,2,1
Finance,Ecologist,2.927698932891938,5,2,1,1,1,1,3,0,3,2,2,0,2,0
Marketing,Music Therapist,4.861510408120699,0,2,0,1,4,1,0,0,2,2,4,0,1,1
Psychology,Microbiologist,2.6297241187372897,8,1,0,1,9,0,1,4,1,1,2,2,0,1
Biology,Astronomer,2.6094765946685325,2,0,3,0,2,1,0,4,0,3,2,2,3,0
Psychology,Art Director,3.272911233696031,9,0,3,1,5,0,4,4,0,4,2,2,1,1
Music,Data Scientist,4.574054949565023,7,1,0,1,4,0,0,0,4,2,3,4,0,1
Marketing,Music Teacher,4.801292040516291,5,1,0,1,7,1,4,0,3,2,3,2,0,0
Architecture,Paralegal,4.2026422959321685,0,1,0,0,2,0,3,1,4,0,2,2,2,0
Education,Legal Secretary,3.065562150198229,8,0,1,0,8,1,3,2,2,2,4,0,4,0
Finance,Special Education Teacher,3.5290424189085945,6,2,1,1,1,1,3,0,0,1,4,3,0,1
Physics,Zoologist,3.437270784945918,6,0,1,0,2,1,1,4,0,2,1,4,2,0
Marketing,Advertising Manager,4.326872918284616,1,2,2,0,7,1,1,4,4,4,4,4,4,1
Marketing,Music Teacher,3.7281706870532894,7,2,1,1,8,0,0,0,4,2,2,4,3,1
Education,Curriculum Developer,4.539412019307268,7,1,0,1,9,0,2,2,3,0,1,4,4,1
Education,Entrepreneur,4.823145627685735,0,1,1,0,9,1,4,2,2,4,3,3,4,1
Art,Music Therapist,3.5171573319162808,9,0,3,1,4,1,1,4,4,1,4,1,3,1
Psychology,Musician,4.703021204493258,9,0,0,1,2,0,3,1,4,3,4,3,3,1
